,Date,Class,No,Rider,Machine,Heat1,Pena-1,Heat2,Pena-2,Time,Rank-Class,Rank-SB,Rank-Total,Rating[%],Manufacturer,Season
179,2014-07-20,NL,黄2,寺崎　愛,GROM,2'23.042,0.0,2'18.354,0.0,2'18.354,9.0,,173.0,133.47,Honda,2014
180,2014-07-20,NL,黄14,井上　百花,Z750,2'21.420,0.0,2'19.342,0.0,2'19.342,10.0,,176.0,134.43,Kawasaki,2014
181,2014-07-20,NL,黄9,高野　美恵,VT250spada,2'30.351,0.0,2'21.709,0.0,2'21.709,11.0,,177.0,136.71,Honda,2014
182,2014-07-20,NL,黄12,金子　真知子,VTR250,2'37.426,1.0,2'36.194,0.0,2'36.194,12.0,,181.0,150.68,Honda,2014
183,2014-07-20,NL,黄7,新田　涼乃,XR100 Motard,9'99.999,0.0,9'99.999,0.0,9'99.999,13.0,,183.0,,Honda,2014
184,2014-07-20,NL,黄13,中島　直子,Hornet250,9'99.999,0.0,9'99.999,0.0,9'99.999,13.0,,183.0,,Honda,2014
185,2016-07-10,A,赤1,冨永　崇史,NSR250R,1'36.183,0.0,1'33.703,0.0,1'33.703,1.0,,1.0,100.0,Honda,2016
186,2016-07-10,A,赤3,大瀧　豊明,690DUKE,1'36.891,0.0,1'35.548,0.0,1'35.548,2.0,,2.0,101.97,KTM,2016
187,2016-07-10,A,赤4,池田　秀一,NSR250R,1'37.941,0.0,1'36.090,0.0,1'36.090,3.0,,3.0,102.55,Honda,2016
188,2016-07-10,A,赤2,吉野　昇,CRF450X,1'37.394,1.0,1'36.837,0.0,1'36.837,4.0,,4.0,103.34,Honda,2016
189,2016-07-10,A,赤8,中澤　伸彦,DR-Z400SM,1'49.996,0.0,1'37.367,0.0,1'37.367,5.0,,5.0,103.91,Suzuki,2016
190,2016-07-10,A,赤10,古場　宏,WR450F,1'39.383,0.0,1'37.667,0.0,1'37.667,6.0,,6.0,104.23,Yamaha,2016
191,2016-07-10,A,赤7,廣瀬　章,NSR250R,1'40.073,0.0,1'38.396,0.0,1'38.396,7.0,,7.0,105.01,Honda,2016
192,2016-07-10,A,赤14,中村　文勝,SXV450,1'39.561,0.0,1'38.484,0.0,1'38.484,8.0,,9.0,105.1,Aprilia,2016
193,2016-07-10,A,赤6,早川　耕平,DR-Z400SM,1'39.886,1.0,1'38.585,0.0,1'38.585,9.0,,10.0,105.21,Suzuki,2016
194,2016-07-10,A,赤5,作田　隆義,MT-07,9'99.999,0.0,1'38.151,1.0,1'39.151,10.0,,12.0,105.81,Yamaha,2016
195,2016-07-10,A,赤11,角谷　岳司,NSR80改,1'39.454,0.0,1'37.780,3.0,1'39.454,11.0,,15.0,106.14,Honda,2016
196,2016-07-10,A,赤13,朝野　功治,ZX-10R,1'40.874,0.0,1'39.876,0.0,1'39.876,12.0,1.0,20.0,106.59,Kawasaki,2016
197,2016-07-10,A,赤12,辻家　治彦,GSX-R1000,1'38.567,2.0,1'40.120,0.0,1'40.120,13.0,2.0,23.0,106.85,Suzuki,2016
198,2016-07-10,A,赤9,小崎　弘敬,ZX-10R,1'40.543,0.0,1'39.633,1.0,1'40.543,14.0,3.0,24.0,107.3,Kawasaki,2016
199,2016-07-10,A,赤27,大越　研二,GSX-R750,9'99.999,0.0,1'40.885,0.0,1'40.885,15.0,4.0,25.0,107.66,Suzuki,2016
200,2016-07-10,A,赤15,木村　香一,GSX-R750,1'43.013,0.0,1'42.862,0.0,1'42.862,16.0,5.0,35.0,109.77,Suzuki,2016
201,2016-07-10,A,赤16,荒木　秀次,ZX-10R,1'43.992,1.0,1'43.754,0.0,1'43.754,17.0,6.0,38.0,110.73,Kawasaki,2016
202,2016-07-10,B,青2,清野　雅之,CBR600RR,1'39.122,0.0,1'38.410,0.0,1'38.410,1.0,,8.0,105.02,Honda,2016
203,2016-07-10,B,青8,中嶋　秀和,TZR250R,1'39.387,0.0,1'38.955,0.0,1'38.955,2.0,,11.0,105.6,Yamaha,2016
204,2016-07-10,B,青5,菊地　哲也,SM450R,1'40.925,1.0,1'39.156,0.0,1'39.156,3.0,,13.0,105.82,Husqvarna,2016
205,2016-07-10,B,青1,卯辰　哲也,SM510R,1'39.323,0.0,1'38.600,2.0,1'39.323,4.0,,14.0,106.0,Husqvarna,2016
206,2016-07-10,B,青16,市村　直生,WR450F,1'39.855,0.0,1'39.563,0.0,1'39.563,5.0,,16.0,106.25,Yamaha,2016
207,2016-07-10,B,青18,小川　直人,NSR250R,1'39.568,0.0,1'37.666,4.0,1'39.568,6.0,,17.0,106.26,Honda,2016
208,2016-07-10,B,青6,和田　信行,WR450F,1'40.845,4.0,1'39.766,0.0,1'39.766,7.0,,18.0,106.47,Yamaha,2016
209,2016-07-10,B,青15,木村　健太,KX250F,1'40.680,2.0,1'39.848,0.0,1'39.848,8.0,,19.0,106.56,Kawasaki,2016
210,2016-07-10,B,青3,中川　克己,VTR250,1'40.042,0.0,1'40.075,2.0,1'40.042,9.0,,21.0,106.76,Honda,2016
211,2016-07-10,B,青19,雨宮　正徳,DR-Z400SM,1'40.505,0.0,1'40.082,0.0,1'40.082,10.0,,22.0,106.81,Suzuki,2016
212,2016-07-10,B,青14,羽野島　道男,DR-Z400SM,1'40.346,1.0,1'40.931,1.0,1'41.346,11.0,,26.0,108.16,Suzuki,2016
213,2016-07-10,B,青4,加藤　勝也,250SX-F,1'43.044,0.0,1'41.392,0.0,1'41.392,12.0,,27.0,108.21,KTM,2016
214,2016-07-10,B,青11,新井　隆光,CBR600RR,1'41.501,1.0,1'40.486,1.0,1'41.486,13.0,,28.0,108.31,Honda,2016
215,2016-07-10,B,青7,杉山　和久,CBR600RR,1'41.664,0.0,1'40.187,2.0,1'41.664,14.0,,30.0,108.5,Honda,2016
216,2016-07-10,B,青9,佐藤　眞二,GROM,1'44.318,0.0,1'42.011,0.0,1'42.011,15.0,,32.0,108.87,Honda,2016
217,2016-07-10,B,青12,近藤　泰地,ZX-10R,1'41.159,3.0,1'40.880,3.0,1'43.880,16.0,8.0,41.0,110.86,Kawasaki,2016
218,2016-07-10,B,青20,川崎　淳,NSR250R,1'44.836,1.0,9'99.999,0.0,1'45.836,17.0,,52.0,112.95,Honda,2016
219,2016-07-10,B,青17,大谷　卓也,CBR1000RR,1'47.439,0.0,9'99.999,0.0,1'47.439,18.0,12.0,61.0,114.66,Honda,2016
220,2016-07-10,B,青10,熊谷　勇武,VTR250,1'47.997,0.0,1'47.117,1.0,1'47.997,19.0,,70.0,115.25,Honda,2016
221,2016-07-10,B,青13,河村　志信,SM450R,2'00.238,0.0,2'01.300,3.0,2'00.238,20.0,,116.0,128.32,Husqvarna,2016
222,2016-07-10,C1,緑26,野村　大輔,DR-Z400SM,1'47.460,0.0,1'41.605,0.0,1'41.605,1.0,,29.0,108.43,Suzuki,2016
223,2016-07-10,C1,緑18,紺野　貴裕,KX250F,1'40.823,1.0,1'41.107,1.0,1'41.823,2.0,,31.0,108.67,Kawasaki,2016
224,2016-07-10,C1,緑13,江間　聡,KSR110,1'42.149,0.0,1'55.839,0.0,1'42.149,3.0,,33.0,109.01,Kawasaki,2016
225,2016-07-10,C1,緑3,小林　寿雄,SM250R,1'43.481,0.0,1'42.399,0.0,1'42.399,4.0,,34.0,109.28,Husqvarna,2016
226,2016-07-10,C1,緑8,池田　英輔,DR-Z400SM,1'42.432,1.0,1'44.518,0.0,1'43.432,5.0,,36.0,110.38,Suzuki,2016
227,2016-07-10,C1,緑33,雨宮　和徳,DR-Z400SM,2'16.845,3.0,1'41.477,2.0,1'43.477,6.0,,37.0,110.43,Suzuki,2016
228,2016-07-10,C1,緑1,岡部　邦典,GSX-R1000,1'44.023,1.0,1'43.799,0.0,1'43.799,7.0,7.0,39.0,110.77,Suzuki,2016
229,2016-07-10,C1,緑30,長谷部　利昭,CBR600F4i,1'43.800,0.0,9'99.999,0.0,1'43.800,8.0,,40.0,110.78,Honda,2016
230,2016-07-10,C1,緑16,柏木　宏文,VTR250,1'45.653,0.0,1'43.909,0.0,1'43.909,9.0,,42.0,110.89,Honda,2016
231,2016-07-10,C1,緑11,本間　君枝,VTR250,2'25.939,0.0,1'44.325,0.0,1'44.325,10.0,,43.0,111.34,Honda,2016
232,2016-07-10,C1,緑25,櫻井　裕之,ER-6n,1'44.355,0.0,1'43.696,2.0,1'44.355,11.0,,44.0,111.37,Kawasaki,2016
233,2016-07-10,C1,緑24,渡辺　籐太,VTR250,1'43.397,1.0,2'11.665,3.0,1'44.397,12.0,,45.0,111.41,Honda,2016
234,2016-07-10,C1,緑27,岡野　哲,VTR250,1'44.517,0.0,1'43.427,2.0,1'44.517,13.0,,46.0,111.54,Honda,2016
235,2016-07-10,C1,緑23,寺田　晴男,GPMR-250X,9'99.999,0.0,1'44.987,0.0,1'44.987,14.0,,47.0,112.04,Honda,2016
236,2016-07-10,C1,緑14,刑部　正行,VTR250,1'45.064,0.0,1'45.618,0.0,1'45.064,15.0,,48.0,112.12,Honda,2016
237,2016-07-10,C1,緑15,板床　正文,SM450R,9'99.999,0.0,1'44.756,1.0,1'45.756,16.0,,50.0,112.86,Husqvarna,2016
238,2016-07-10,C1,緑4,引間　千春,CBR600F,1'47.079,1.0,1'45.804,0.0,1'45.804,17.0,,51.0,112.91,Honda,2016
239,2016-07-10,C1,緑28,山川　啓太,DR-Z400SM,1'46.108,0.0,1'46.494,0.0,1'46.108,18.0,,53.0,113.24,Suzuki,2016
240,2016-07-10,C1,緑17,中井　義高,GSX-R750,1'49.242,3.0,1'46.896,0.0,1'46.896,19.0,9.0,54.0,114.08,Suzuki,2016
241,2016-07-10,C1,緑20,中嶋　ちはる,NSR250R,1'46.534,1.0,1'46.969,0.0,1'46.969,20.0,,56.0,114.16,Honda,2016
242,2016-07-10,C1,緑9,山崎　晃弘,GSX-R750,1'47.661,0.0,1'46.086,1.0,1'47.086,21.0,10.0,57.0,114.28,Suzuki,2016
243,2016-07-10,C1,緑29,高柴　宏明,CBR600RR,1'47.113,0.0,1'47.840,0.0,1'47.113,22.0,,58.0,114.31,Honda,2016
244,2016-07-10,C1,緑5,山内　沙世,VTR250,1'47.614,0.0,1'47.521,0.0,1'47.521,23.0,,62.0,114.75,Honda,2016
245,2016-07-10,C1,緑6,野呂　隆,MT-07,9'99.999,0.0,1'46.602,1.0,1'47.602,24.0,,63.0,114.83,Yamaha,2016
246,2016-07-10,C1,緑22,竹林　宏晃,DR-Z400SM,1'48.210,0.0,1'47.635,0.0,1'47.635,25.0,,65.0,114.87,Suzuki,2016
247,2016-07-10,C1,緑32,高橋　保久,VTR250,1'47.875,0.0,2'10.095,2.0,1'47.875,26.0,,68.0,115.12,Honda,2016
248,2016-07-10,C1,緑10,阿部　秀樹,ZX-10R,1'50.406,0.0,1'48.188,0.0,1'48.188,27.0,13.0,71.0,115.46,Kawasaki,2016
249,2016-07-10,C1,緑21,宮島　秀幸,VTR250,1'50.100,0.0,1'48.208,0.0,1'48.208,28.0,,72.0,115.48,Honda,2016
250,2016-07-10,C1,緑2,中川　豪,NSR250R,1'48.591,0.0,1'47.215,1.0,1'48.215,29.0,,73.0,115.49,Honda,2016
251,2016-07-10,C1,緑12,藤原　淳司,ZX-6R,1'53.359,1.0,1'47.511,1.0,1'48.511,30.0,,74.0,115.8,Kawasaki,2016
252,2016-07-10,C1,緑31,加瀬　功,MT-07,1'50.808,0.0,1'53.613,0.0,1'50.808,31.0,,86.0,118.25,Yamaha,2016
253,2016-07-10,C1,緑19,中山　臣也,VTR250,1'52.699,0.0,1'51.416,0.0,1'51.416,32.0,,90.0,118.9,Honda,2016
254,2016-07-10,C1,緑7,鈴木　俊介,VTR250,1'56.140,0.0,9'99.999,0.0,1'56.140,33.0,,108.0,123.94,Honda,2016
255,2016-07-10,C2,黄緑2,杉本　健,DR-Z400SM,1'46.808,0.0,1'45.457,0.0,1'45.457,1.0,,49.0,112.54,Suzuki,2016
256,2016-07-10,C2,黄緑26,池田　麻希子,NSR250R,1'50.195,3.0,1'46.899,0.0,1'46.899,2.0,,55.0,114.08,Honda,2016
257,2016-07-10,C2,黄緑7,小笠原　晶子,CBR600F4i,1'48.614,1.0,1'47.274,0.0,1'47.274,3.0,,59.0,114.48,Honda,2016
258,2016-07-10,C2,黄緑23,伊藤　華子,ZRX1200R,1'47.409,0.0,2'05.746,1.0,1'47.409,4.0,11.0,60.0,114.63,Kawasaki,2016
259,2016-07-10,C2,黄緑20,下井田　義和,VT250spada,1'50.942,0.0,1'47.625,0.0,1'47.625,5.0,,64.0,114.86,Honda,2016
260,2016-07-10,C2,黄緑12,田中　悟,VTR250,1'47.702,0.0,1'48.384,0.0,1'47.702,6.0,,66.0,114.94,Honda,2016
261,2016-07-10,C2,黄緑11,舟越　正,DR-Z400SM,1'47.756,0.0,1'48.110,0.0,1'47.756,7.0,,67.0,115.0,Suzuki,2016
262,2016-07-10,C2,黄緑16,玉木　大輔,WR250X,1'48.318,0.0,1'47.987,0.0,1'47.987,8.0,,69.0,115.24,Yamaha,2016
263,2016-07-10,C2,黄緑14,大越　隆弘,DR-Z400SM,1'48.525,0.0,2'00.438,3.0,1'48.525,9.0,,75.0,115.82,Suzuki,2016
264,2016-07-10,C2,黄緑25,佐藤　新二,ER-6n,1'49.837,1.0,1'48.880,0.0,1'48.880,10.0,,76.0,116.2,Kawasaki,2016
265,2016-07-10,C2,黄緑6,田村　静香,VTR250,1'49.304,1.0,1'48.905,0.0,1'48.905,11.0,,77.0,116.22,Honda,2016
266,2016-07-10,C2,黄緑10,和田　貴宏,VTR250,1'49.784,0.0,1'54.515,4.0,1'49.784,12.0,,79.0,117.16,Honda,2016
267,2016-07-10,C2,黄緑15,吉岡　高広,NSR250R,1'52.130,0.0,1'49.792,0.0,1'49.792,13.0,,80.0,117.17,Honda,2016
268,2016-07-10,C2,黄緑18,江間　晋,WR250R,1'48.997,1.0,2'10.137,4.0,1'49.997,14.0,,81.0,117.39,Yamaha,2016
269,2016-07-10,C2,黄緑17,平井　秀宗,STREET TRIPLE,1'50.037,0.0,2'04.715,0.0,1'50.037,15.0,,82.0,117.43,Triumph,2016
270,2016-07-10,C2,黄緑21,青木　智紀,GSX1300R,2'00.214,1.0,1'49.114,1.0,1'50.114,16.0,14.0,83.0,117.51,Suzuki,2016
271,2016-07-10,C2,黄緑22,佐藤　加奈子,NSR250R,2'17.131,3.0,1'49.737,1.0,1'50.737,17.0,,84.0,118.18,Honda,2016
272,2016-07-10,C2,黄緑3,加賀　進一,CB1300SF,9'99.999,0.0,1'50.788,0.0,1'50.788,18.0,15.0,85.0,118.23,Honda,2016
273,2016-07-10,C2,黄緑24,藤浪　剛,Z1000,1'51.561,0.0,1'51.224,0.0,1'51.224,19.0,16.0,87.0,118.7,Kawasaki,2016
274,2016-07-10,C2,黄緑4,竹下　茂彦,CBR600F4i,1'52.702,0.0,1'51.373,0.0,1'51.373,20.0,,89.0,118.86,Honda,2016
275,2016-07-10,C2,黄緑8,池田　和弘,DR-Z400SM,2'05.436,3.0,1'51.951,0.0,1'51.951,21.0,,91.0,119.47,Suzuki,2016
276,2016-07-10,C2,黄緑1,高橋　桂子,VTR250,1'52.470,0.0,1'51.761,1.0,1'52.470,22.0,,94.0,120.03,Honda,2016
277,2016-07-10,C2,黄緑13,佐藤　大将,YZF-R3,1'56.332,0.0,1'53.559,0.0,1'53.559,23.0,,96.0,121.19,Yamaha,2016
278,2016-07-10,C2,黄緑19,吉岡　真智子,XR100 Motard,1'53.617,0.0,1'54.700,0.0,1'53.617,24.0,,98.0,121.25,Honda,2016
279,2016-07-10,C2,黄緑9,勝又　利行,VTR250,9'99.999,0.0,1'55.896,0.0,1'55.896,25.0,,106.0,123.68,Honda,2016
280,2016-07-10,C2,黄緑5,多田　和正,VTR250,1'57.548,1.0,2'09.913,1.0,1'58.548,26.0,,112.0,126.51,Honda,2016
281,2016-07-10,NO,黄13,西村　健志,VTR250,1'50.647,0.0,1'49.549,0.0,1'49.549,1.0,,78.0,116.91,Honda,2016
282,2016-07-10,NO,黄12,田村　一郎,ZX-10R,1'51.353,0.0,9'99.999,0.0,1'51.353,2.0,,88.0,118.84,Kawasaki,2016
283,2016-07-10,NO,黄1,川島　宏之,WR250X,1'52.945,1.0,1'52.160,0.0,1'52.160,3.0,,92.0,119.7,Yamaha,2016
284,2016-07-10,NO,黄3,高橋　翔吾,ZRX1200DAEG,1'54.144,0.0,1'52.340,0.0,1'52.340,4.0,,93.0,119.89,Kawasaki,2016
285,2016-07-10,NO,黄15,越山　太郎,Ninja1000,1'54.917,0.0,1'53.599,0.0,1'53.599,5.0,,97.0,121.23,Kawasaki,2016
286,2016-07-10,NO,黄7,石渡　豊昭,WR250X,9'99.999,0.0,1'53.961,0.0,1'53.961,6.0,,99.0,121.62,Yamaha,2016
287,2016-07-10,NO,黄20,松下　良,CBR125RR,1'53.970,0.0,1'54.165,2.0,1'53.970,7.0,,100.0,121.63,Honda,2016
288,2016-07-10,NO,黄19,寺西　浩一,D-TRACKER,1'54.056,0.0,9'99.999,0.0,1'54.056,8.0,,101.0,121.72,Kawasaki,2016
289,2016-07-10,NO,黄9,木村　慶成,GROM,1'56.892,0.0,1'54.687,0.0,1'54.687,9.0,,103.0,122.39,Honda,2016
290,2016-07-10,NO,黄14,神山　高徳,VTR250,1'58.259,0.0,1'54.865,0.0,1'54.865,10.0,,104.0,122.58,Honda,2016
291,2016-07-10,NO,黄10,小滝　輝,VTR250,2'19.445,2.0,1'56.342,0.0,1'56.342,11.0,,109.0,124.16,Honda,2016
292,2016-07-10,NO,黄2,山田　哲也,CBR954RR,9'99.999,0.0,2'00.122,0.0,2'00.122,12.0,,114.0,128.19,Honda,2016
293,2016-07-10,NO,黄16,川内　隆行,FZ1,2'00.743,0.0,2'00.134,0.0,2'00.134,13.0,,115.0,128.21,Yamaha,2016
294,2016-07-10,NO,黄5,岩﨑　剛,DR-Z400SM,2'12.120,1.0,1'57.536,3.0,2'00.536,14.0,,117.0,128.64,Suzuki,2016
295,2016-07-10,NO,黄8,与儀　知洋,CBR600RR,2'02.691,0.0,2'05.177,0.0,2'02.691,15.0,,119.0,130.94,Honda,2016
296,2016-07-10,NO,黄11,野田　浩太郎,690DUKE,2'07.571,0.0,2'05.977,0.0,2'05.977,16.0,,120.0,134.44,KTM,2016
297,2016-07-10,NO,黄6,蔵島　清志,CB400SF,2'17.534,1.0,2'08.128,0.0,2'08.128,17.0,,122.0,136.74,Honda,2016
298,2016-07-10,NO,黄17,小松崎　俊明,DR-Z400SM,2'08.750,0.0,2'08.966,1.0,2'08.750,18.0,,123.0,137.4,Suzuki,2016
299,2016-07-10,NO,黄4,安藤　浩,CB750,2'13.973,0.0,2'10.657,0.0,2'10.657,19.0,,124.0,139.44,Honda,2016
300,2016-07-10,NO,黄18,武井　一晃,ZX-6R,2'22.336,0.0,2'18.788,0.0,2'18.788,20.0,,125.0,148.11,Kawasaki,2016
301,2016-07-10,NL,桃5,木村　由紀代,NSR250R,1'54.439,0.0,1'53.525,0.0,1'53.525,1.0,,95.0,121.15,Honda,2016
302,2016-07-10,NL,桃1,井上　百花,GSX-R1000,1'56.101,0.0,1'54.658,0.0,1'54.658,2.0,,102.0,122.36,Suzuki,2016
303,2016-07-10,NL,桃10,松尾　愛子,VTR250,9'99.999,0.0,1'55.190,0.0,1'55.190,3.0,,105.0,122.93,Honda,2016
304,2016-07-10,NL,桃7,加瀬　京見,VTR250,9'99.999,0.0,1'55.995,0.0,1'55.995,4.0,,107.0,123.79,Honda,2016
305,2016-07-10,NL,桃2,吉岡　由紀子,VTR250,1'56.686,0.0,1'57.343,0.0,1'56.686,5.0,,110.0,124.53,Honda,2016
306,2016-07-10,NL,桃9,土橋　朋子,CB400SB,2'04.064,0.0,1'56.851,1.0,1'57.851,6.0,,111.0,125.77,Honda,2016
307,2016-07-10,NL,桃4,木津谷　香織,ER-4n,2'02.431,0.0,1'59.512,0.0,1'59.512,7.0,,113.0,127.54,Kawasaki,2016
308,2016-07-10,NL,桃8,寺崎　愛,GROM,2'00.762,1.0,2'01.635,0.0,2'01.635,8.0,,118.0,129.81,Honda,2016
309,2016-07-10,NL,桃3,阿部　真帆,KSR80,9'99.999,0.0,2'06.107,1.0,2'07.107,9.0,,121.0,135.65,Kawasaki,2016
310,2012-10-07,A,赤6,松本　崇,VTR250,1'22.787,2.0,1'20.654,0.0,1'20.654,1.0,,1.0,100.0,Honda,2012
311,2012-10-07,A,赤9,大川　彰人,NSR250R,1'24.834,0.0,1'21.507,0.0,1'21.507,2.0,,2.0,101.06,Honda,2012
312,2012-10-07,A,赤3,冨永　崇史,NSR250R,1'24.545,0.0,1'21.635,0.0,1'21.635,3.0,,4.0,101.22,Honda,2012
313,2012-10-07,A,赤1,池田　秀一,NSR250R,1'25.274,0.0,1'21.878,0.0,1'21.878,4.0,,5.0,101.52,Honda,2012
314,2012-10-07,A,赤5,作田　隆義,TE310,1'24.990,1.0,1'22.362,0.0,1'22.362,5.0,,6.0,102.12,Husqvarna,2012
315,2012-10-07,A,赤11,矢嶋　尊,NSR250R,1'31.591,1.0,1'22.487,0.0,1'22.487,6.0,,7.0,102.27,Honda,2012
316,2012-10-07,A,赤2,吉野　昇,CRF450X,1'25.287,0.0,1'22.747,0.0,1'22.747,7.0,,8.0,102.6,Honda,2012
317,2012-10-07,A,赤7,廣瀬　章,NSR250R,1'24.742,0.0,1'22.774,0.0,1'22.774,8.0,,9.0,102.63,Honda,2012
318,2012-10-07,A,赤12,志賀　吉信,CBR600RR,1'26.932,1.0,1'22.275,1.0,1'23.275,9.0,,11.0,103.25,Honda,2012
319,2012-10-07,A,赤22,小崎　弘敬,STREET TRIPLE,1'25.212,0.0,1'23.343,0.0,1'23.343,10.0,,12.0,103.33,Triumph,2012
320,2012-10-07,A,赤4,大瀧　豊明,SM450R,1'25.265,0.0,1'23.479,0.0,1'23.479,11.0,,13.0,103.5,Husqvarna,2012
321,2012-10-07,A,赤26,杉本　幸司,GSX-R1000,1'27.516,0.0,1'24.057,0.0,1'24.057,12.0,1.0,14.0,104.22,Suzuki,2012
322,2012-10-07,A,赤8,赤畑　彰頼,NSR250R,1'26.437,0.0,1'24.617,0.0,1'24.617,13.0,,19.0,104.91,Honda,2012
323,2012-10-07,A,赤14,北村　聖司,NSR250R,1'26.416,0.0,1'24.830,0.0,1'24.830,14.0,,22.0,105.18,Honda,2012
324,2012-10-07,A,赤15,日沼　諭史,GSX-R750,1'32.298,0.0,1'25.717,0.0,1'25.717,15.0,2.0,28.0,106.28,Suzuki,2012
325,2012-10-07,A,赤23,田辺　靖,WR450F,1'27.743,1.0,1'25.918,0.0,1'25.918,16.0,,29.0,106.53,Yamaha,2012
326,2012-10-07,A,赤30,古場　宏,WR450F,1'28.033,1.0,1'26.008,0.0,1'26.008,17.0,,31.0,106.64,Yamaha,2012
327,2012-10-07,A,赤24,星澤　昌寿,ZRX1100,1'30.764,0.0,1'25.027,1.0,1'26.027,18.0,5.0,33.0,106.66,Kawasaki,2012
328,2012-10-07,A,赤16,荒木　秀次,ZX-10R,1'30.713,0.0,1'26.144,0.0,1'26.144,19.0,6.0,35.0,106.81,Kawasaki,2012
329,2012-10-07,A,赤10,早川　耕平,DR-Z400SM,1'26.397,0.0,1'28.968,0.0,1'26.397,20.0,,37.0,107.12,Suzuki,2012
330,2012-10-07,A,赤13,朝野　功治,ZX-10R,1'31.239,0.0,1'26.487,0.0,1'26.487,21.0,7.0,40.0,107.23,Kawasaki,2012
331,2012-10-07,A,赤18,月原　浩司,ZX-10R,1'35.786,0.0,1'26.721,0.0,1'26.721,22.0,10.0,46.0,107.52,Kawasaki,2012
332,2012-10-07,A,赤21,木村　香一,ZX-10R,1'29.473,0.0,1'27.593,0.0,1'27.593,23.0,11.0,57.0,108.6,Kawasaki,2012
333,2012-10-07,A,赤19,高嶋　佳治,ZX-10R,1'31.080,0.0,1'27.638,0.0,1'27.638,24.0,12.0,58.0,108.66,Kawasaki,2012
334,2012-10-07,A,赤29,鈴木　章浩,YZF-R1,1'30.645,0.0,1'28.514,0.0,1'28.514,25.0,14.0,70.0,109.75,Yamaha,2012
335,2012-10-07,A,赤17,竹村　克樹,GSX-R1000,1'31.253,0.0,9'99.999,0.0,1'31.253,26.0,22.0,107.0,113.14,Suzuki,2012
336,2012-10-07,B,青11,角谷　岳司,NSR80改,1'23.664,0.0,1'21.566,0.0,1'21.566,1.0,,3.0,101.13,Honda,2012
337,2012-10-07,B,青10,津賀　卓哉,NSR250R,1'24.034,0.0,1'23.142,0.0,1'23.142,2.0,,10.0,103.08,Honda,2012
338,2012-10-07,B,青13,渡邉　敏正,SM250R,1'24.928,0.0,1'24.242,0.0,1'24.242,3.0,,15.0,104.45,Husqvarna,2012
339,2012-10-07,B,青5,池浦　彰寿,NSR250R,1'24.351,0.0,1'24.355,0.0,1'24.351,4.0,,16.0,104.58,Honda,2012
340,2012-10-07,B,青7,大見　勝成,SM450R,9'99.999,0.0,1'24.356,0.0,1'24.356,5.0,,17.0,104.59,Husqvarna,2012
341,2012-10-07,B,青15,中嶋　秀和,TZR250R,1'24.660,1.0,1'24.712,0.0,1'24.712,6.0,,20.0,105.03,Yamaha,2012
342,2012-10-07,B,青18,中村　文勝,SXV450,1'24.865,0.0,1'24.819,0.0,1'24.819,7.0,,21.0,105.16,Aprilia,2012
343,2012-10-07,B,青21,中澤　伸彦,DR-Z400SM,1'27.231,2.0,1'24.963,0.0,1'24.963,8.0,,24.0,105.34,Suzuki,2012
344,2012-10-07,B,青9,市村　直生,YZF-R6,1'28.972,0.0,1'25.529,0.0,1'25.529,9.0,,26.0,106.04,Yamaha,2012
345,2012-10-07,B,青12,笹尾　直邦,SM450R,1'30.152,0.0,1'26.372,0.0,1'26.372,10.0,,36.0,107.09,Husqvarna,2012
346,2012-10-07,B,青16,あらい　たかみつ,CBR600RR,1'29.718,0.0,1'26.457,0.0,1'26.457,11.0,,39.0,107.19,Honda,2012
347,2012-10-07,B,青17,小林　義和,CBR400RR,1'29.410,0.0,1'26.513,0.0,1'26.513,12.0,,41.0,107.26,Honda,2012
348,2012-10-07,B,青3,清野　雅之,CBR600RR,1'26.604,0.0,1'40.119,0.0,1'26.604,13.0,,42.0,107.38,Honda,2012
349,2012-10-07,B,青2,熊谷　勇武,NSR250R,1'30.109,0.0,1'26.765,0.0,1'26.765,14.0,,47.0,107.58,Honda,2012
350,2012-10-07,B,青20,富屋　一彦,NSR250R,1'27.266,0.0,1'27.354,0.0,1'27.266,15.0,,52.0,108.2,Honda,2012
351,2012-10-07,B,青6,三崎　雅也,DR-Z400SM,1'27.464,0.0,1'47.319,0.0,1'27.464,16.0,,54.0,108.44,Suzuki,2012
352,2012-10-07,B,青8,小野寺　竜治,NSR250R,1'28.121,0.0,1'29.535,1.0,1'28.121,17.0,,62.0,109.26,Honda,2012
353,2012-10-07,B,青19,橋立　裕次郎,TZM50改,1'26.702,2.0,1'35.535,0.0,1'28.702,18.0,,75.0,109.98,Yamaha,2012
354,2012-10-07,B,青14,大谷　卓也,CBR1000RR,1'33.729,0.0,1'29.251,0.0,1'29.251,19.0,15.0,80.0,110.66,Honda,2012
355,2012-10-07,B,青1,菊地　哲也,SMR450,1'30.124,0.0,1'31.773,0.0,1'30.124,20.0,,94.0,111.74,Husqvarna,2012
356,2012-10-07,B,青4,杉本　一二美,GSX-R1000,1'31.573,0.0,9'99.999,0.0,1'31.573,21.0,23.0,112.0,113.54,Suzuki,2012
357,2012-10-07,B,青22,川崎　淳,NSR250R,1'35.345,1.0,1'31.038,4.0,1'35.038,22.0,,144.0,117.83,Honda,2012
358,2012-10-07,C1,緑49,岡村　拓哉,DR-Z400SM,1'24.953,0.0,1'24.426,0.0,1'24.426,1.0,,18.0,104.68,Suzuki,2012
